"","business_id","full_address","open","city","review_count","name","longitude","state","stars","latitude","Take-out","Noise Level","Delivery","Has TV","Outdoor Seating","Attire","Accepts Credit Cards","Price Range","Smoking","Wi-Fi","Suggest_For","Environment","Parkingcondition","Musiccondition"
"533","E_-4Y9vn-u-dPgp33TLRUQ","4765 Liberty Ave
Bloomfield
Pittsburgh, PA 15224",TRUE,"Pittsburgh",11,"Starbucks",-79.9479205,"PA",3.5,40.4610792,"TRUE","No Record","No Record","No Record","TRUE","No Record","TRUE","2","No Record","free","No Record","No Record","Can parking","No Record"
"536","9dRhseYpES0LO0iNDLHtrg","4911 Penn Ave
Garfield
Pittsburgh, PA 15224",FALSE,"Pittsburgh",3,"Calabria's Italian Restaurant",-79.9447111,"PA",2.5,40.4654547,"No Record","quiet","No Record","No Record","No Record","No Record","No Record","No Record","No Record","no","No Record","No Record","No Record","No Record"
"537","KnlNwiIELDWAR686Bk2WJg","4506 Liberty Ave
Bloomfield
Pittsburgh, PA 15224",TRUE,"Pittsburgh",17,"China House",-79.9516804,"PA",4,40.462831,"TRUE","average","TRUE","FALSE","FALSE","casual","TRUE","1","No Record","no","lunch","casual","Can parking","No Record"
"539","XzaJf6WzpU7RsXTXzx72Xg","5242 Baum Blvd
Bloomfield
Pittsburgh, PA 15224",TRUE,"Pittsburgh",57,"Cafe Sam",-79.940241,"PA",4,40.456227,"TRUE","average","FALSE","FALSE","TRUE","casual","TRUE","2","No Record","no","dinner","romantic","Can parking","No Record"
"541","Msfys8NloDpAsWmhvC9T6A","4763 Liberty Ave
Bloomfield
Pittsburgh, PA 15224",TRUE,"Pittsburgh",28,"Paddy Cake Bakery",-79.9477047,"PA",3.5,40.4611862,"TRUE","No Record","FALSE","No Record","No Record","No Record","TRUE","1","No Record","No Record","No Record","No Record","Can parking","No Record"
"542","PTS4MxQel-xzj5qWxVn3LQ","4766 Liberty Ave
Bloomfield
Pittsburgh, PA 15224",TRUE,"Pittsburgh",51,"Angelo's Pizzeria",-79.9479065,"PA",3.5,40.4608026,"TRUE","average","TRUE","TRUE","TRUE","casual","TRUE","1","No Record","no","lunch, dinner","casual","Can parking","No Record"
"544","IvgKdlte_JNdd17XRxkOrg","4109 Penn Ave
Lawrenceville
Pittsburgh, PA 15224",TRUE,"Pittsburgh",24,"Graziano's Pizzeria",-79.9548907,"PA",3.5,40.4659283,"TRUE","average","TRUE","TRUE","TRUE","casual","TRUE","1","No Record","no","dinner","Not Mentioned","Can parking","No Record"
"546","bDK_jzy3Shx7jfn8_plNoA","4512 Liberty Ave
Bloomfield
Pittsburgh, PA 15224",TRUE,"Pittsburgh",31,"Pizza Italia",-79.9515229,"PA",4,40.4626986,"TRUE","average","FALSE","FALSE","TRUE","casual","TRUE","2","No Record","no","lunch","Not Mentioned","Can parking","No Record"
"548","PhIGoo9g6GBrqgH_6yZXXQ","5147 Penn Ave
Garfield
Pittsburgh, PA 15224",TRUE,"Pittsburgh",74,"People's Indian Restaurant",-79.9412135,"PA",4,40.464942,"TRUE","quiet","TRUE","FALSE","FALSE","casual","TRUE","2","No Record","no","lunch","casual","Can parking","No Record"
"549","uBW3PIKqc-_eyG1_vdJn1w","4917 Penn Ave
Garfield
Pittsburgh, PA 15224",TRUE,"Pittsburgh",68,"Pho Minh",-79.9445114,"PA",4,40.4653958,"TRUE","quiet","FALSE","FALSE","FALSE","casual","FALSE","1","No Record","no","lunch","casual","Can parking","No Record"
"551","DsxLIr-b6WlDn9YNsVBu_A","237 Cedarville St
Bloomfield
Pittsburgh, PA 15224",TRUE,"Pittsburgh",30,"Groceria Italiana",-79.948546,"PA",4.5,40.4618603,"TRUE","average","FALSE","FALSE","TRUE","casual","TRUE","1","No Record","no","lunch","casual","Can parking","No Record"
"553","FD6OocZdFUfE2J5H0WN4fA","4755 Liberty Ave
Bloomfield
Pittsburgh, PA 15224",TRUE,"Pittsburgh",19,"Armand's Bar",-79.9481741,"PA",3.5,40.4614622,"TRUE","average","FALSE","TRUE","FALSE","casual","FALSE","1","yes","no","Not Mentioned","Not Mentioned","Can parking","jukebox"
"555","LN3OCT1xOedbf65xKzFSNw","4320 Penn Ave
Bloomfield
Pittsburgh, PA 15224",TRUE,"Pittsburgh",88,"Taste of India",-79.953504,"PA",4,40.4657149,"TRUE","quiet","FALSE","FALSE","FALSE","casual","TRUE","2","No Record","free","dinner","casual","Can parking","No Record"
"557","tQpYnf3P3Q_OQLYYJvlV-A","178 Pearl St
Bloomfield
Pittsburgh, PA 15224",TRUE,"Pittsburgh",24,"Nico's Recovery Room",-79.948991,"PA",3.5,40.4636708,"TRUE","loud","FALSE","TRUE","FALSE","casual","TRUE","1","yes","no","latenight","divey","Can parking","karaoke"
"558","KH6stvNdq_aV0HvKw8P5yA","4711 Liberty Ave
Bloomfield
Pittsburgh, PA 15224",TRUE,"Pittsburgh",22,"Donatelli's Italian Food Center",-79.9493553,"PA",3.5,40.4620697,"TRUE","average","FALSE","No Record","No Record","casual","TRUE","1","No Record","No Record","Not Mentioned","Not Mentioned","Can parking","No Record"
"559","34TBKRXYq1JHe4kYlHW2Eg","4741 Liberty Ave
Bloomfield
Pittsburgh, PA 15224",FALSE,"Pittsburgh",5,"Seven Cee's",-79.94854,"PA",4,40.461657,"TRUE","average","FALSE","FALSE","FALSE","casual","FALSE","1","No Record","no","Not Mentioned","Not Mentioned","No parking","No Record"
"561","nUISXnW2Jo9ovnoFBIUY_Q","4744 Liberty Ave
Bloomfield
Pittsburgh, PA 15224",FALSE,"Pittsburgh",9,"D'Amico's",-79.9485427,"PA",2.5,40.4611146,"TRUE","quiet","TRUE","TRUE","TRUE","casual","TRUE","2","No Record","no","dinner","Not Mentioned","Can parking","No Record"
"562","dxCqGkhtXq-9fYEsX7Mf6Q","4050 Penn Ave
Bloomfield
Pittsburgh, PA 15224",TRUE,"Pittsburgh",231,"Tram's Kitchen",-79.955948,"PA",4,40.4653491,"TRUE","average","FALSE","TRUE","FALSE","casual","FALSE","1","No Record","no","dinner","divey","Can parking","No Record"
"564","--UE_y6auTgq3FXlvUMkbw","5221 Baum Blvd
Bloomfield
Pittsburgh, PA 15224",TRUE,"Pittsburgh",146,"Ritters Diner",-79.9412291,"PA",3.5,40.456385,"TRUE","average","FALSE","FALSE","FALSE","casual","FALSE","1","No Record","no","latenight, breakfast","casual","Can parking","No Record"
"566","YTqSkgOiiI9HG3hNH7ovfg","4786 Liberty Ave
Bloomfield
Pittsburgh, PA 15224",TRUE,"Pittsburgh",26,"Lombardozzi's Restaurant",-79.9471799,"PA",3.5,40.4606393,"TRUE","quiet","FALSE","TRUE","TRUE","casual","TRUE","2","No Record","free","dinner","casual","Can parking","No Record"
"567","vgXE1I7c9ElcfYyZfQiN1Q","4601 Liberty Ave
Bloomfield
Pittsburgh, PA 15224",TRUE,"Pittsburgh",292,"Tessaro's",-79.9506735,"PA",4,40.4627572,"TRUE","average","FALSE","TRUE","FALSE","casual","TRUE","2","No Record","no","dinner","casual","Can parking","No Record"
"568","AANB0f7QapfE3WxDiqb9hA","4114 Main St
Bloomfield
Pittsburgh, PA 15224",TRUE,"Pittsburgh",4,"Teabags",-79.9547682,"PA",4,40.465157,"No Record","No Record","No Record","TRUE","No Record","No Record","TRUE","1","yes","No Record","No Record","Not Mentioned","No Record","jukebox"
"571","-Nanlb7SYXObqQ6dZ49UOg","4729 Liberty Ave
Bloomfield
Pittsburgh, PA 15224",TRUE,"Pittsburgh",60,"Pleasure Bar and Restaurant",-79.9486639,"PA",3,40.461739,"TRUE","average","FALSE","TRUE","TRUE","casual","TRUE","2","outdoor","no","dinner","casual","Can parking","background_music"
"574","3_3yJMo2dTPeq8woOW69IA","4210 Main St
Bloomfield
Pittsburgh, PA 15224",TRUE,"Pittsburgh",16,"Twisters Soft Serve Ice Cream",-79.9541448,"PA",3.5,40.4646964,"TRUE","No Record","No Record","No Record","No Record","No Record","FALSE","1","No Record","no","No Record","No Record","Can parking","No Record"
"575","3zgswf_NfBJpeAoWeTkgMA","5135 Liberty Ave
Bloomfield
Pittsburgh, PA 15224",TRUE,"Pittsburgh",54,"Silky's Pub",-79.942274,"PA",4,40.458267,"TRUE","average","FALSE","TRUE","TRUE","casual","TRUE","2","outdoor","free","latenight, dinner","casual","Can parking","jukebox"
"576","uOwuJJhGaiAzuaDY7-o14g","5200 Baum Blvd
Bloomfield
Pittsburgh, PA 15224",TRUE,"Pittsburgh",14,"Boston Market",-79.9415246,"PA",3.5,40.4555475,"TRUE","very_loud","FALSE","FALSE","FALSE","casual","TRUE","1","No Record","free","lunch","Not Mentioned","Can parking","No Record"
"580","7XXmky6YYjsvKFwho_eavg","4617 Liberty Ave
Bloomfield
Pittsburgh, PA 15224",TRUE,"Pittsburgh",73,"Lot 17",-79.950173,"PA",4,40.4625543,"TRUE","average","FALSE","TRUE","TRUE","casual","TRUE","2","outdoor","free","lunch","casual","Can parking","background_music, jukebox"
"581","o_wRqOpli9kyZGXlJtLLdA","4613 Liberty Ave
Bloomfield
Pittsburgh, PA 15224",FALSE,"Pittsburgh",41,"The Bloomfield Sandwich Shop",-79.950246,"PA",4,40.462632,"TRUE","average","FALSE","FALSE","TRUE","casual","FALSE","1","No Record","no","breakfast","divey","Can parking","No Record"
"582","5MChfa-jZfMo3vBpolkSbw","5104 Liberty Ave
Bloomfield
Pittsburgh, PA 15224",TRUE,"Pittsburgh",91,"Alexander's Italian Bistro",-79.9436629,"PA",3.5,40.458394,"TRUE","average","No Record","TRUE","TRUE","casual","TRUE","2","No Record","free","dinner","intimate","Can parking","No Record"
"583","YDCxBTJmF-lLCk1Qx8vDfg","4067 Penn Ave
Bloomfield
Pittsburgh, PA 15224",FALSE,"Pittsburgh",6,"Sammy's Famous Corned Beef",-79.9557489,"PA",3,40.4655702,"TRUE","average","No Record","TRUE","FALSE","casual","TRUE","1","No Record","no","Not Mentioned","No Record","Can parking","No Record"
"584","sxeuOMBRllOHXJTaUlI9kQ","4627 Liberty Ave
Bloomfield
Pittsburgh, PA 15224",TRUE,"Pittsburgh",179,"Thai Cuisine",-79.9497600693115,"PA",4,40.4625496053045,"TRUE","average","TRUE","FALSE","FALSE","casual","TRUE","2","No Record","no","dinner","casual","Can parking","No Record"
"585","ptmsW2SSeFD2I6vspJs0lQ","3049 Sussex Ave
Pittsburgh, PA 15226",TRUE,"Pittsburgh",38,"The Getaway Café",-80.015649,"PA",3,40.384633,"TRUE","average","FALSE","TRUE","TRUE","casual","TRUE","2","No Record","free","dessert, lunch","casual","Can parking","No Record"
"586","r8jeeS3k_diihMDSu9IjlA","103 Capital Ave
Beechview
Pittsburgh, PA 15226",TRUE,"Pittsburgh",189,"Fiori's Pizzaria",-80.018538,"PA",4.5,40.405245,"TRUE","average","FALSE","TRUE","FALSE","casual","TRUE","1","No Record","no","latenight, lunch, dinner","divey","Can parking","No Record"
"591","cH8I7JgPXcrcutT1a3YrjQ","1011 Brookline Blvd
Brookline
Pittsburgh, PA 15226",FALSE,"Pittsburgh",21,"It's Greek To Me",-80.0173011,"PA",4.5,40.3919796,"TRUE","quiet","FALSE","FALSE","FALSE","casual","TRUE","2","No Record","no","lunch","divey","Can parking","No Record"
"592","DEH4worm2017xT3KHLoyAw","546 Brookline Blvd
Brookline
Pittsburgh, PA 15226",FALSE,"Pittsburgh",16,"Kribel's Bakery",-80.022591,"PA",4,40.395242,"No Record","No Record","FALSE","No Record","No Record","No Record","TRUE","2","No Record","No Record","No Record","No Record","Can parking","No Record"
"594","dQjaHoo89bLymdMm4S5_1g","530 Brookline Blvd
Brookline
Pittsburgh, PA 15226",TRUE,"Pittsburgh",20,"Moonlite Cafe",-80.0228158,"PA",4.5,40.3955323,"TRUE","average","FALSE","TRUE","FALSE","casual","TRUE","2","No Record","no","dinner","casual","Can parking","No Record"
"596","gCiKiqPGAC_ZVt5bBcwnrw","620 Brookline Blvd
Brookline
Pittsburgh, PA 15226",TRUE,"Pittsburgh",58,"Pitaland",-80.0220857,"PA",4.5,40.3948658,"TRUE","No Record","FALSE","FALSE","FALSE","casual","TRUE","1","No Record","No Record","No Record","No Record","Can parking","No Record"
"597","rbg3POnoegWx0RQ0KGd0sA","706 Brookline Blvd
Brookline
Pittsburgh, PA 15226",TRUE,"Pittsburgh",22,"Party Cake Shop",-80.021538,"PA",4,40.394482,"TRUE","No Record","FALSE","No Record","No Record","No Record","TRUE","2","No Record","No Record","No Record","No Record","Can parking","No Record"
"598","UjJMQguryo1jypomvOCZgg","437 McNeilly Rd
Pittsburgh, PA 15226",TRUE,"Pittsburgh",21,"Bellisario's Pizza Palace",-80.0153449,"PA",3.5,40.3830261,"TRUE","average","TRUE","TRUE","FALSE","casual","TRUE","1","No Record","No Record","lunch","Not Mentioned","Can parking","No Record"
"599","dpRsK3JyaD3GKorVWzQUmA","2410 W Liberty Ave
Beechview
Pittsburgh, PA 15226",TRUE,"Pittsburgh",8,"Wendy's",-80.0241505,"PA",3,40.4002649,"TRUE","No Record","FALSE","TRUE","FALSE","casual","TRUE","1","No Record","free","dinner","Not Mentioned","Can parking","No Record"
"601","aIzx9R8MN9VgSSJt1jy5TA","2500 W Liberty Ave
Beechview
Pittsburgh, PA 15226",FALSE,"Pittsburgh",6,"Carhops Sub Shop",-80.025491,"PA",4.5,40.399184,"TRUE","average","FALSE","No Record","FALSE","casual","TRUE","1","No Record","No Record","lunch","Not Mentioned","No parking","No Record"
"602","TOgeI2IprhkMQVpcr-0tyg","902 Brookline Boulevard
Brookline
Brookline, PA 15226",TRUE,"Brookline",4,"Fox's Pizza Den - Brookline",-80.0190523266792,"PA",4,40.3928245820813,"TRUE","No Record","TRUE","TRUE","FALSE","casual","TRUE","1","No Record","free","Not Mentioned","Not Mentioned","Can parking","No Record"
"603","vWnwaD-kykqiEc2Q0hbYsw","2518 W Liberty Ave
Beechview
Pittsburgh, PA 15226",TRUE,"Pittsburgh",11,"McDonald's",-80.026459,"PA",2,40.3988343,"TRUE","average","FALSE","TRUE","FALSE","casual","TRUE","1","No Record","free","breakfast","No Record","No parking","No Record"
"604","PscxgmrteHI-6qdI-vIm5g","1150 Brookline Blvd
Brookline
Pittsburgh, PA 15226",TRUE,"Pittsburgh",3,"Boulevard Lounge",-80.0139729,"PA",4.5,40.3919676,"TRUE","loud","FALSE","TRUE","FALSE","casual","TRUE","1","No Record","free","Not Mentioned","Not Mentioned","No parking","dj"
"605","T4D7wX6GuCYChwRmser-0A","956 Brookline Blvd
Brookline
Pittsburgh, PA 15226",TRUE,"Pittsburgh",10,"The Tong Garden",-80.017768,"PA",4,40.391756,"TRUE","average","FALSE","TRUE","FALSE","casual","FALSE","2","No Record","no","lunch, dinner","Not Mentioned","Can parking","No Record"
"606","cESul2ojJOjadz-7BKB5eg","437 McNeilly Rd
Pittsburgh, PA 15226",TRUE,"Pittsburgh",52,"Amels",-80.0153449,"PA",4,40.3830261,"TRUE","quiet","FALSE","TRUE","TRUE","casual","TRUE","2","No Record","no","dinner","casual","Can parking","No Record"
"608","xUf11yTcoRagwNiJcY8GAA","1 Poplar St
Greentree
Pittsburgh, PA 15205",TRUE,"Pittsburgh",5,"McDonald's",-80.0533614,"PA",2,40.4273917,"TRUE","No Record","FALSE","FALSE","No Record","casual","TRUE","2","No Record","No Record","Not Mentioned","No Record","No Record","No Record"
"611","hbFCv2Rginf9zjai-lKUNg","715 Washington Rd
Pittsburgh, PA 15228",TRUE,"Pittsburgh",50,"Sesame Inn Chinese Restaurant",-80.0448643437995,"PA",3.5,40.3796549064882,"TRUE","quiet","TRUE","TRUE","FALSE","casual","TRUE","2","No Record","no","lunch, dinner","casual","Can parking","No Record"
"612","vs3UrHaSnzFOxmFU2UAfxQ","1500 Washington Rd
Pittsburgh, PA 15228",TRUE,"Pittsburgh",15,"China Gate",-80.0520951,"PA",2.5,40.357213,"TRUE","average","TRUE","FALSE","FALSE","casual","TRUE","2","No Record","no","lunch","casual","Can parking","No Record"
"616","6-rJjW6ITl5o_FliiNgZRA","703 Washington Rd
Pittsburgh, PA 15228",TRUE,"Pittsburgh",194,"Il Pizzaiolo",-80.044459,"PA",4,40.380192,"TRUE","average","FALSE","FALSE","TRUE","casual","TRUE","2","No Record","no","dinner","casual","Can parking","No Record"
"617","mPlWLIA4pkHMRtlQDm6UyQ","636 Washington Rd
Pittsburgh, PA 15228",TRUE,"Pittsburgh",127,"Little Tokyo",-80.0444905,"PA",4,40.3818121,"TRUE","average","FALSE","TRUE","FALSE","casual","TRUE","2","No Record","no","dinner","casual","Can parking","No Record"
"618","sa3xqElJEv97MazozLeszw","713 Washington Rd
Pittsburgh, PA 15228",TRUE,"Pittsburgh",36,"Mineo's Pizza House",-80.0446104,"PA",4,40.3798256,"TRUE","average","TRUE","TRUE","FALSE","casual","FALSE","1","No Record","No Record","lunch","divey","Can parking","No Record"
"620","MkrQV_nyxyC1F5ut5KxDMQ","1500 Washington Rd
Mount Lebanon, PA 15228",TRUE,"Mount Lebanon",12,"Panera Bread",-80.0519013404846,"PA",3.5,40.357357209358,"TRUE","loud","FALSE","FALSE","TRUE","casual","TRUE","1","No Record","free","Not Mentioned","Not Mentioned","No parking","No Record"
"622","7FRn0CFWQmZFu8bcEqrXMw","689 Washington Rd
Pittsburgh, PA 15228",TRUE,"Pittsburgh",13,"Potomac Bakery",-80.0441815,"PA",4,40.3808316,"TRUE","No Record","FALSE","No Record","No Record","No Record","TRUE","1","No Record","No Record","No Record","No Record","Can parking","No Record"
"624","jJfTh2O3M2Q716akd9Dr9w","622 Washington Rd
Pittsburgh, PA 15228",TRUE,"Pittsburgh",42,"The Saloon of Mt. Lebanon",-80.0441272,"PA",3,40.3821568,"TRUE","loud","FALSE","TRUE","TRUE","casual","TRUE","1","outdoor","no","latenight","casual","Can parking","No Record"
"625","3obPG5F_6rbAu86CuiNW4g","1500 Washington Rd
Pittsburgh, PA 15228",TRUE,"Pittsburgh",12,"Puffs n Stuff",-80.0518073,"PA",2.5,40.3569591,"No Record","No Record","No Record","TRUE","FALSE","No Record","TRUE","2","yes","No Record","No Record","Not Mentioned","Can parking","jukebox"
"628","mugOAOmylJu5p85Jz_zqOQ","4 Bower Hill Rd
Pittsburgh, PA 15228",TRUE,"Pittsburgh",8,"The Korner Pub",-80.0440382,"PA",4.5,40.3870288,"No Record","quiet","No Record","TRUE","FALSE","No Record","TRUE","1","no","No Record","No Record","Not Mentioned","No parking","No Record"
"638","DJKpwLp4mISNDNDpNz67tw","723 Washington Rd
Pittsburgh, PA 15228",TRUE,"Pittsburgh",44,"Uptown Coffee",-80.0448109,"PA",4,40.3794574,"TRUE","No Record","FALSE","No Record","FALSE","No Record","TRUE","1","No Record","free","No Record","No Record","Can parking","No Record"
"643","1qUYk564SajvwTtkNM6KJA","5524 Walnut St
Shadyside
Pittsburgh, PA 15232",TRUE,"Pittsburgh",94,"The Coffee Tree Roasters",-79.9327269,"PA",3.5,40.4512523,"TRUE","No Record","No Record","No Record","FALSE","No Record","TRUE","1","No Record","free","No Record","No Record","Can parking","No Record"
"648","9SPwF-vRgtuHxciFxv5YLA","5847 Ellsworth Ave
Shadyside
Pittsburgh, PA 15232",TRUE,"Pittsburgh",237,"Soba",-79.9296345,"PA",4,40.4571033,"TRUE","average","FALSE","FALSE","TRUE","dressy","TRUE","3","No Record","free","dinner","intimate","Can parking","No Record"
"650","Cy9XgM3ZG2jZ1ganvolb6Q","5847 Ellsworth Ave
Shadyside
Pittsburgh, PA 15232",TRUE,"Pittsburgh",112,"Umi",-79.9296345,"PA",4,40.4571033,"FALSE","average","FALSE","FALSE","FALSE","dressy","TRUE","4","No Record","free","dinner","upscale","Can parking","No Record"
"651","LHyGQnuWR2q44bsrw1ZLAg","5825 Ellsworth Ave
Shadyside
Pittsburgh, PA 15232",TRUE,"Pittsburgh",31,"Bagel Factory",-79.9301601,"PA",3,40.456737,"TRUE","No Record","FALSE","No Record","No Record","No Record","TRUE","1","No Record","No Record","No Record","No Record","Can parking","No Record"
"652","rgmptwPbBH1wLpiBHcbIhA","5747 Ellsworth Ave
Shadyside
Pittsburgh, PA 15232",TRUE,"Pittsburgh",262,"Harris Grill",-79.931338,"PA",3.5,40.455955,"TRUE","loud","FALSE","TRUE","TRUE","casual","TRUE","2","outdoor","free","latenight, dinner, brunch","hipster","Can parking","No Record"
"658","i_nkxbd7feg44QkdbG05UA","5533 Walnut St
Shadyside
Pittsburgh, PA 15232",FALSE,"Pittsburgh",87,"The Elbow Room",-79.9327178368915,"PA",3,40.4516538606323,"TRUE","average","TRUE","TRUE","FALSE","casual","TRUE","2","No Record","free","lunch, dinner","casual","Can parking","No Record"
"661","vSZDiKiF8vf9zt_BcDL7GQ","739 Bellefonte St
Shadyside
Pittsburgh, PA 15232",TRUE,"Pittsburgh",61,"William Penn Tavern",-79.933732551313,"PA",3.5,40.451445220945,"TRUE","loud","TRUE","TRUE","TRUE","casual","TRUE","1","outdoor","free","latenight","hipster, casual","Can parking","jukebox"
"662","DkX3YoxhH4uADsgVgQThew","5431 Walnut St
Shadyside
Pittsburgh, PA 15232",TRUE,"Pittsburgh",51,"Cappy's Cafe",-79.9343681,"PA",3,40.45109,"TRUE","average","FALSE","TRUE","TRUE","casual","TRUE","1","outdoor","free","lunch","casual","Can parking","jukebox"
"663","yWVY1Bq19lDxu3BP7_96EQ","5525 Walnut St
Shadyside
Pittsburgh, PA 15232",TRUE,"Pittsburgh",142,"Prantl's Bakery",-79.932915,"PA",4,40.451668,"TRUE","No Record","FALSE","No Record","No Record","No Record","TRUE","1","No Record","No Record","No Record","No Record","Can parking","No Record"
"664","yYyWwqPiLJO7eWRt0g_PBg","5541 Walnut St
Shadyside
Pittsburgh, PA 15232",TRUE,"Pittsburgh",49,"Jitters Cafe",-79.932424,"PA",4,40.451832,"TRUE","No Record","FALSE","No Record","TRUE","No Record","TRUE","1","No Record","free","Not Mentioned","No Record","Can parking","No Record"
"665","sQWSHCIH_HUT4HUXaxDaBA","806 S Aiken Ave
Shadyside
Pittsburgh, PA 15232",TRUE,"Pittsburgh",23,"Bruegger's Bagels",-79.9357149,"PA",3,40.4507424,"TRUE","average","FALSE","FALSE","FALSE","casual","TRUE","1","No Record","no","brunch","Not Mentioned","Can parking","No Record"
"670","rUQfZOengMpXFkLvJrNJ3g","703 S Negley Ave
Shadyside
Pittsburgh, PA 15232",TRUE,"Pittsburgh",26,"The Inn on Negley",-79.931454,"PA",4.5,40.453359,"FALSE","quiet","FALSE","FALSE","TRUE","casual","TRUE","3","No Record","free","Not Mentioned","intimate","Can parking","No Record"
"671","YrvU0K9sMG87vbRRrKs5UA","5744 Ellsworth Ave
Shadyside
Pittsburgh, PA 15232",TRUE,"Pittsburgh",3,"Club Havana",-79.9310675,"PA",3,40.4555983,"No Record","No Record","No Record","No Record","No Record","No Record","TRUE","No Record","outdoor","No Record","No Record","No Record","No Record","No Record"
"672","GRrvJchtxskNDsGYUPPzzg","5855 Ellsworth Ave
Shadyside
Pittsburgh, PA 15232",TRUE,"Pittsburgh",23,"Tokyo Japanese Food Store",-79.9292859,"PA",4,40.4576326,"TRUE","No Record","No Record","No Record","No Record","No Record","TRUE","2","No Record","No Record","Not Mentioned","No Record","Can parking","No Record"
